GENE SYMBOL,HAPLOINSUFFICIENCY,TRIPLOSENSITIVITY,ONLINE REPORT,DATE
F13A1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=F13A1&subject=,2018-10-19T16:07:14.000-0400
F13B,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=F13B&subject=,2018-10-18T10:11:18.000-0400
F5,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=F5&subject=,2018-01-11T15:10:37.000-0500
F7,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=F7&subject=,2018-10-25T09:07:58.000-0400
F8,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=F8&subject=,2019-08-22T10:33:12.000-0400
F9,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=F9&subject=,2019-08-22T11:30:45.000-0400
FA2H,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FA2H&subject=,2018-10-17T12:15:09.000-0400
FADD,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FADD&subject=,2018-11-13T14:42:47.000-0500
FAM161A,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FAM161A&subject=,2018-10-18T09:52:07.000-0400
FAM20C,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FAM20C&subject=,2017-06-01T05:35:45.000-0400
FAN1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FAN1&subject=,2018-10-25T13:01:57.000-0400
FANCA,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FANCA&subject=,2019-01-07T10:29:37.000-0500
FANCB,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FANCB&subject=,2019-08-22T11:44:58.000-0400
FANCC,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FANCC&subject=,2019-01-07T10:30:28.000-0500
FANCD2,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FANCD2&subject=,2019-01-07T10:28:42.000-0500
FANCF,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FANCF&subject=,2019-01-07T10:30:42.000-0500
FANCI,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FANCI&subject=,2019-01-07T10:28:59.000-0500
FARS2,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FARS2&subject=,2018-11-12T08:28:30.000-0500
FAS,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FAS&subject=,2017-05-31T21:47:52.000-0400
FASLG,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FASLG&subject=,2019-01-07T10:30:56.000-0500
FBN1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FBN1&subject=,2019-08-22T15:44:20.000-0400
FBP1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FBP1&subject=,2018-10-17T16:33:49.000-0400
FBXO7,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FBXO7&subject=,2017-05-31T20:33:29.000-0400
FBXW11,No Evidence for Haploinsufficiency,Minimal Evidence for Triplosensitiivty,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FBXW11&subject=,2017-05-31T19:52:23.000-0400
FBXW4,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FBXW4&subject=,2017-06-01T00:48:01.000-0400
FGD1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FGD1&subject=,2019-08-22T11:45:51.000-0400
FGD4,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FGD4&subject=,2018-11-12T08:50:20.000-0500
FGF10,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FGF10&subject=,2019-08-22T14:55:53.000-0400
FGF3,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FGF3&subject=,2018-10-16T14:27:28.000-0400
FGFR1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FGFR1&subject=,2019-08-14T15:03:04.000-0400
FGFR3,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FGFR3&subject=,2019-08-06T12:11:56.000-0400
FGFRL1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FGFRL1&subject=,2017-06-01T05:39:44.000-0400
FHIT,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FHIT&subject=,2018-10-24T12:43:12.000-0400
FKBP14,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FKBP14&subject=,2018-10-19T16:06:57.000-0400
FLCN,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FLCN&subject=,2019-08-22T16:21:51.000-0400
FLG,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FLG&subject=,2019-08-22T16:19:03.000-0400
FLNA,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FLNA&subject=,2019-08-22T11:30:19.000-0400
FLNB,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FLNB&subject=,2017-06-01T01:35:32.000-0400
FLVCR2,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FLVCR2&subject=,2018-10-18T09:04:09.000-0400
FMR1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FMR1&subject=,2019-08-22T10:41:22.000-0400
FOLR1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOLR1&subject=,2019-06-25T16:42:35.000-0400
FOXC1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXC1&subject=,2019-08-13T14:47:55.000-0400
FOXC2,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXC2&subject=,2019-08-22T14:59:53.000-0400
FOXE1,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXE1&subject=,2018-10-25T09:15:02.000-0400
FOXE3,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXE3&subject=,2017-12-13T17:12:23.000-0500
FOXF1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXF1&subject=,2019-08-22T14:54:24.000-0400
FOXG1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXG1&subject=,2019-08-14T15:01:46.000-0400
FOXL2,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXL2&subject=,2019-08-22T10:37:19.000-0400
FOXP1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXP1&subject=,2019-08-22T14:53:06.000-0400
FOXP2,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXP2&subject=,2018-10-10T16:23:01.000-0400
FOXRED1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FOXRED1&subject=,2018-10-16T13:50:27.000-0400
FREM1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FREM1&subject=,2017-05-12T13:32:03.000-0400
FRMD7,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FRMD7&subject=,2019-08-22T14:53:52.000-0400
FSHB,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FSHB&subject=,2017-05-31T18:51:44.000-0400
FTCD,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FTCD&subject=,2018-10-16T14:40:40.000-0400
FTL,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FTL&subject=,2017-05-31T22:09:43.000-0400
FTSJ1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FTSJ1&subject=,2019-08-22T13:59:22.000-0400
FXN,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FXN&subject=,2018-10-16T13:13:33.000-0400
FYCO1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FYCO1&subject=,2017-06-01T05:56:44.000-0400
FZD4,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=FZD4&subject=,2019-08-22T11:55:41.000-0400
GAA,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GAA&subject=,2017-05-31T20:24:36.000-0400
GABRA1,Some Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GABRA1&subject=,2017-08-09T15:08:23.000-0400
GABRB3,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GABRB3&subject=,2017-06-13T12:33:50.000-0400
GABRG2,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GABRG2&subject=,2018-09-25T13:38:58.000-0400
GALC,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALC&subject=,2018-11-09T16:28:51.000-0500
GALK1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALK1&subject=,2018-10-19T16:38:52.000-0400
GALNS,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALNS&subject=,2018-10-19T16:06:38.000-0400
GALNT3,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALNT3&subject=,2018-11-09T16:24:30.000-0500
GALR1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALR1&subject=,2017-05-31T20:03:41.000-0400
GALT,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GALT&subject=,2017-05-31T10:34:24.000-0400
GAMT,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GAMT&subject=,2018-10-17T15:48:56.000-0400
GAN,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GAN&subject=,2017-05-31T15:01:27.000-0400
GATA2,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATA2&subject=,2019-08-22T15:46:41.000-0400
GATA3,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATA3&subject=,2019-08-13T14:36:38.000-0400
GATA4,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATA4&subject=,2019-08-22T16:24:23.000-0400
GATA6,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATA6&subject=,2019-08-22T14:55:20.000-0400
GATAD1,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATAD1&subject=,2017-05-31T23:04:33.000-0400
GATAD2B,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GATAD2B&subject=,2019-08-28T12:52:57.000-0400
GBA,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GBA&subject=,2017-06-01T04:43:39.000-0400
GBA2,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GBA2&subject=,2017-05-31T22:28:48.000-0400
GBE1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GBE1&subject=,2018-10-17T12:23:29.000-0400
GCDH,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GCDH&subject=,2017-05-31T23:17:28.000-0400
GCH1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GCH1&subject=,2019-08-22T16:19:15.000-0400
GCSH,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GCSH&subject=,2017-05-31T21:54:58.000-0400
GDF2,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GDF2&subject=,2017-06-01T01:05:47.000-0400
GDF5,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GDF5&subject=,2019-08-22T11:36:48.000-0400
GDI1,Some Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GDI1&subject=,2018-10-10T11:06:06.000-0400
GFER,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GFER&subject=,2018-10-23T10:54:32.000-0400
GFM1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GFM1&subject=,2018-10-19T16:08:00.000-0400
GIGYF2,Some Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GIGYF2&subject=,2018-11-28T12:22:23.000-0500
GIPC3,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GIPC3&subject=,2018-10-22T16:13:06.000-0400
GJA1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJA1&subject=,2018-02-09T09:28:28.000-0500
GJA5,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJA5&subject=,2017-12-05T17:50:59.000-0500
GJA8,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJA8&subject=,2017-06-01T05:36:40.000-0400
GJB2,Dosage Sensitivity Unlikely,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJB2&subject=,2018-02-01T14:22:11.000-0500
GJB6,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GJB6&subject=,2018-02-01T14:22:36.000-0500
GK,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GK&subject=,2019-08-22T14:33:52.000-0400
GLA,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLA&subject=,2019-08-22T11:42:08.000-0400
GLB1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLB1&subject=,2017-06-01T04:59:35.000-0400
GLDC,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLDC&subject=,2017-06-01T02:07:03.000-0400
GLI2,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLI2&subject=,2019-08-13T14:39:43.000-0400
GLI3,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLI3&subject=,2019-08-14T15:25:11.000-0400
GLIS3,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLIS3&subject=,2018-10-25T12:57:43.000-0400
GLMN,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLMN&subject=,2019-08-22T14:56:24.000-0400
GLRB,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=GLRB&subject=,2018-10-19T16:39:20.000-0400
